den;hodina;systemova_odchylka_mwh;Součet abs. hodnot odchylek (MWh);Kladné odchylky (MWh);Záporné odchylky (MWh);Zaokrouhlení odchylek (MWh);Náklady na RE (Kč);Náklady na odchylky (Kč);"Zúčtovací cena odchylky
(Kč/MWh)";Zúčtovací cena protiodchylky (Kč/MWh);Cena dle ochranné komponenty RE (Kč/MWh);Cena dle komponenty RE (Kč/MWh);"Cena dle komponenty VDT 
(Kč/MWh)";"Cena dle komponenty SO 
(Kč/MWh)";"Cena neuskutečněné aktivace 
(Kč/MWh)"
03.01.2023;8;-184,116;777,512;296,698;-480,814;-0,075;521137,67;-1397745,4;4638,39;2805,74;2815,21;24464;4638,39;4577,33;2303,9
03.01.2023;9;-53,7;877,47;411,885;-465,585;-0,071;140888,05;-1237043,61;4526,22;2112,96;2171,85;3417,6;4526,22;2952,45;2376,3
03.01.2023;10;-106,327;847,049;370,361;-476,688;-0,075;273628,95;-1387899,15;4894,29;2551,97;2556,76;4309,5;4500,45;4894,29;2340,1
03.01.2023;11;-216,139;823,823;303,842;-519,981;-0,077;1093990,48;-2599638,86;7497,26;4274,57;4601,67;6308,5;4489,41;7497,26;2316
03.01.2023;12;-88,135;747,061;329,463;-417,598;-0,073;143955,37;-1326300,79;4427,72;1586,54;1596,41;3237,6;4427,72;2518,44;2316
03.01.2023;13;25,405;685,635;355,52;-330,115;-0,077;-20988,58;-441204,51;-129,91;1196,61;1170,13;-41;3717,33;-129,91;2050,6
03.01.2023;14;-54,465;729,539;337,537;-392,002;-0,069;154201,9;-921760,37;4686,8;2712,22;2728,75;4686,8;4315,63;3178,85;2050,6
03.01.2023;15;-323,476;705,864;191,194;-514,67;-0,065;2172463,94;-7233577,99;16542,61;6696,9;6708,9;14763,5;4528,37;16542,61;2050,6
03.01.2023;16;-90,261;463,963;186,851;-277,112;-0,08;454977,57;-1061832,28;7188,23;4977,83;4998,3;6691,8;4746,88;7188,23;2050,6
03.01.2023;17;-23,622;411,4;193,889;-217,511;-0,08;259196,09;-410392,01;8457,62;7371,4;7762,5;8327,7;4713,65;8457,62;2328,1
03.01.2023;18;59,618;281,614;170,616;-110,998;-0,077;-185398,39;-381421,31;0;3436,29;3322,19;0;4068,88;2145,73;2279,8
03.01.2023;19;-13,788;312,002;149,107;-162,895;-0,071;-9074,76;-934118,97;6638,83;987,97;848,63;6563;4755,14;6638,83;2303,9
03.01.2023;20;36,467;280,313;158,39;-121,923;-0,101;-37940,71;-214818,44;-456;1169,53;1139,8;-456;4588,62;991,56;2243,6
03.01.2023;21;-54,256;238,426;92,085;-146,341;-0,077;287045,7;-507741,5;5846,7;3777,71;4338,6;5846,7;3903,33;4583,7;2243,6
03.01.2023;22;11,94;191,784;101,862;-89,922;-0,071;179665,89;-68811,3;-1076;-453,64;-2164,28;-1076;3067,07;-574,69;2243,6
03.01.2023;23;52,847;139,139;95,993;-43,146;-0,074;-79793,08;-134446,17;-304,86;2437,81;1926,96;-119,9;2871,17;-304,86;2243,6
03.01.2023;24;47,732;222,924;135,328;-87,596;-0,097;18834,52;-286784,15;-1549,1;880,72;430,9;-1549,1;2317,28;154,03;2243,6
04.01.2023;1;-23,816;142,48;59,332;-83,148;-0,068;104811,25;-166143,55;4124,18;2979,4;3386,55;4081,9;2879,58;4124,18;2774,9
04.01.2023;2;20,63;222,608;121,619;-100,989;-0,096;66501,71;-223715,78;-72,2;2128,3;1220,47;0;2227,47;-72,2;2774,9
04.01.2023;3;55,441;241,741;148,591;-93,15;-0,049;-44700,51;-105204,54;0;1129,41;1008,84;0;1639,11;483,95;2774,9
04.01.2023;4;48,452;177,652;113,052;-64,6;-0,046;-109823,64;-150576,78;0;2330,91;2303,36;0;1419,27;2204,31;2774,9
04.01.2023;5;0,808;176,54;88,674;-87,866;-0,093;17809,22;-309798,82;0;3525,81;3292,84;0;1651,61;2721,17;2774,9
04.01.2023;6;-76,374;235,588;79,607;-155,981;-0,102;767275,52;-2228862,83;19223,45;9667,87;9853,15;18803,4;3057,9;19223,45;2774,9
04.01.2023;7;-217,005;375,191;79,093;-296,098;-0,064;7066561,26;-7066560,99;32344,29;31741,35;32344,29;47477,7;3964,48;48671,22;2774,9
04.01.2023;8;-177,147;412,575;117,714;-294,861;-0,082;909216,97;-909214,29;5133,95;5136,07;5133,95;23168;4420,26;6949,1;2774,9
04.01.2023;9;-29,66;478,132;224,236;-253,896;-0,079;87649,58;-1257669,87;6624,93;1892,53;2016,66;6461,8;4058,15;6624,93;2774,9
04.01.2023;10;0,124;461,544;230,834;-230,71;-0,085;39727,93;-132636,69;-179,7;395,11;222,79;-179,7;3824,98;360,46;2774,9
04.01.2023;11;99,968;440,202;270,085;-170,117;-0,077;-48380,67;-178561,63;-325,3;533,18;514,96;-325,3;3655,47;-7,08;2774,9
04.01.2023;12;-139,085;401,557;131,236;-270,321;-0,114;574154,6;-1027458;5784,76;4086,41;4107,85;5019,8;3685,11;5784,76;2774,9
04.01.2023;13;-239,681;484,199;122,259;-361,94;-0,109;1228431,21;-3126814,21;10354,24;5077,74;5109,21;9036;3362,46;10354,24;2774,9
04.01.2023;14;-117,5;442,682;162,591;-280,091;-0,089;463320,51;-709940,09;4809,05;3918;3928,55;4342,8;3432,34;4809,05;2774,9
04.01.2023;15;-117,824;317,578;99,877;-217,701;-0,097;479748,79;-789960,03;5491,03;4059,42;4066,08;5331,2;3793,7;5491,03;2462,6
04.01.2023;16;-36,732;254,708;108,988;-145,72;-0,07;127405,11;-260046,37;4037,2;3011,84;3126,95;4037,2;3850,36;3933,12;2462,6
04.01.2023;17;19,141;250,467;134,804;-115,663;-0,079;25005,77;-243503,45;-529;1488,74;1091,85;-529;3434,23;754,7;2462,6
04.01.2023;18;120,896;301,776;211,336;-90,44;-0,064;-159073,52;-255103,44;-654,73;1290,75;1305,07;-454,8;3394,8;-654,73;2462,6
04.01.2023;19;51,366;236,074;143,72;-92,354;-0,05;-138215,26;-232715,45;0;2519,82;2580,92;0;3379,61;1952,71;2462,6
04.01.2023;20;-114,107;303,047;94,47;-208,577;-0,067;382179,58;-599176,7;4377,88;3323,26;3337,51;4036;3740,93;4377,88;2462,6
04.01.2023;21;-11,3;190,74;89,72;-101,02;-0,048;576728,45;-266289,54;10550,25;8911,02;13623,29;10488,1;3688,8;10550,25;2462,6
04.01.2023;22;94,354;233,004;163,679;-69,325;-0,094;583540,97;-607603,73;-5214,73;-3547,61;-5067,71;-4884,5;2442,35;-5214,73;2462,6
04.01.2023;23;43,578;164,524;104,051;-60,473;-0,075;207848,32;-139050,83;-1645,22;-531,41;-2306,41;-1492,7;2105,76;-1645,22;2462,6
04.01.2023;24;111,149;289,841;200,495;-89,346;-0,085;148872,29;-773285,23;-4324,82;-1050,07;-1210,46;-3935,8;2528,85;-4324,82;2462,6
05.01.2023;1;88,877;324,061;206,469;-117,592;-0,105;-186028,17;-255220,5;0;2170,39;2137,11;0;2426,32;62,33;2739,4
05.01.2023;2;89,205;274,627;181,916;-92,711;-0,093;-220261,14;-241726,31;0;2607,31;2539,56;0;1922,04;2172,28;2739,4
05.01.2023;3;102,562;285,61;194,086;-91,524;-0,086;-30001,66;-357591;-1717,66;264,6;279,35;-1358,7;2193,04;-1717,66;2739,4
05.01.2023;4;128,153;278,379;203,266;-75,113;-0,117;-328457,57;-217349,57;-113,03;2587,76;2572,15;0;1903,97;-113,03;2739,4
05.01.2023;5;144,879;252,991;198,935;-54,056;-0,098;-19779,99;-111513,66;-523,9;134,89;136,08;-523,9;1687,08;-514,97;2739,4
05.01.2023;6;114,941;230,755;172,848;-57,907;-0,076;55374,22;-192456,13;-1058,09;165,22;-265,01;-655,8;1893,2;-1058,09;2739,4
05.01.2023;7;58,484;230,61;144,547;-86,063;-0,05;407847,09;-234622,38;-2364,29;-1244,77;-3562,68;-2159,6;2253,26;-2364,29;2739,4
05.01.2023;8;19,767;264,059;141,913;-122,146;-0,068;41939,75;-180991,71;-379,38;1040,99;600,45;-336,9;2619,15;-379,38;2739,4
05.01.2023;9;19,763;246,261;133,012;-113,249;-0,084;-83573,15;-202659,97;2527,5;4758,08;4679,43;2527,5;3199,95;4789,02;2739,4
05.01.2023;10;12,842;222,392;117,617;-104,775;-0,064;-77141,98;-425744,83;0;4063,42;4275,63;0;3272,64;4015,65;2739,4
05.01.2023;11;139,742;273,04;206,391;-66,649;-0,08;183929,29;-263749,94;-1496,89;-678,1;-1110,14;-1007,8;3264,29;-1496,89;2739,4
05.01.2023;12;109,585;258,009;183,797;-74,212;-0,108;-16472,24;-233203,59;-1158,04;274,34;200,39;-774,5;3369,41;-1158,04;2739,4
05.01.2023;13;23,618;268,64;146,129;-122,511;-0,063;-102355,11;-524133,91;0;4278,26;4287,23;0;3264,34;2506,33;2739,4
05.01.2023;14;45,425;204,035;124,73;-79,305;-0,059;-147202,03;-300623,84;0;3790,73;3590,36;0;3281,94;2703,91;2739,4
05.01.2023;15;59,316;179,126;119,221;-59,905;-0,072;-85561,63;-126512,48;-406,3;1303,28;1372,53;-198,7;3240,7;-406,3;2739,4
05.01.2023;16;50,502;214,026;132,264;-81,762;-0,082;-94172,77;-137087,07;0;1676,66;1748,47;0;3433,17;1246,74;2739,4
05.01.2023;17;78,801;182,207;130,504;-51,703;-0,096;173047,81;-270310,18;-2666,8;-1503,16;-1921,51;-2391;3454,91;-2666,8;2895,6
05.01.2023;18;51,076;223,984;137,53;-86,454;-0,085;-42443,1;-74477,52;0;861,47;850,14;0;3748,16;27,93;3135,9
05.01.2023;19;45,24;211,884;128,562;-83,322;-0,054;-55019,09;-106899,62;0;1282,97;1259,46;0;4030,09;915,76;3160
05.01.2023;20;7,136;204,638;105,887;-98,751;-0,082;39892,67;-84589,11;0;856,59;422,11;0;3632,47;546,42;2955,7
05.01.2023;21;-2,21;243,882;120,836;-123,046;-0,063;142633,75;-116930,98;5032,1;4156,45;5240,98;5032,1;3863,2;4297,65;2787,5
05.01.2023;22;94,354;274,35;184,352;-89,998;-0,065;-20767,48;-166800,29;-365,03;1105,65;652,41;-57;3136,17;-365,03;2739,4
05.01.2023;23;95,146;279,264;187,205;-92,059;-0,096;-98852,5;-107054,49;0;1162,89;1099,9;0;2781,73;370,78;2739,4
05.01.2023;24;67,59;254,762;161,176;-93,586;-0,108;-193403,46;-289749,74;0;3096,08;2997,67;0;2279,15;2227,73;2739,4
06.01.2023;1;-82,088;252,824;85,368;-167,456;-0,114;291914,57;-649804,85;5660,88;3492,45;3523,66;5209,4;2899,42;5660,88;2682,1
06.01.2023;2;-112,831;203,407;45,288;-158,119;-0,113;289674,7;-612068,63;4611,6;2585,96;2572,66;4611,6;2722,28;4154,27;2682,1
06.01.2023;3;-6,801;141,413;67,306;-74,107;-0,113;34462,52;-67883,67;3740,8;3110,21;3289,81;3740,8;2795,32;3394;2682,1
06.01.2023;4;63,776;118,146;90,961;-27,185;-0,097;-263819,77;-110645,66;0;4070,1;4116,76;0;1937,79;2337,88;2682,1
06.01.2023;5;45,74;132,128;88,934;-43,194;-0,135;-92804,89;-113543,2;0;2628,68;2320,23;0;2015,51;2476,61;2682,1
06.01.2023;6;-69,023;185,917;58,447;-127,47;-0,091;693135,33;-958310,15;10922,42;7425,03;8842,12;10542,8;2721,72;10922,42;2682,1
06.01.2023;7;-28,861;201,707;86,423;-115,284;-0,093;641866,56;-521360,08;11398,5;9172,38;12443,8;11398,5;2974,51;10466,53;2682,1
06.01.2023;8;-17,615;261,723;122,054;-139,669;-0,086;133507,18;-210615,93;6840,68;6102,34;6288,59;6743,8;3309,38;6840,68;2682,1
06.01.2023;9;25,755;290,399;158,077;-132,322;-0,057;-75543,28;-309090,95;0;2335,9;2433,2;0;3247,14;355,85;2682,1
06.01.2023;10;37,359;266,993;152,176;-114,817;-0,083;18591,6;-171817,38;-215,95;1210,23;790,94;-85,2;3278,91;-215,95;2682,1
06.01.2023;11;42,627;187,545;115,086;-72,459;-0,076;46888,03;-69607,49;-778,69;-276,14;-581,27;-629,5;2999,17;-778,69;2682,1
06.01.2023;12;-76,473;249,523;86,525;-162,998;-0,081;266246,44;-907856,7;7383,8;3417,37;3447,49;6963,2;3095,09;7383,8;2682,1
06.01.2023;13;-163,753;351,991;94,119;-257,872;-0,088;576070,89;-1138624,46;5693,84;3502,56;3512,31;4994,1;3054,05;5693,84;2682,1
06.01.2023;14;-45,689;200,623;77,467;-123,156;-0,071;572757,8;-687793,49;11987,48;10179;11053,41;11736,2;3111,69;11987,48;2682,1
06.01.2023;15;23,036;256,414;139,725;-116,689;-0,062;-105482,63;-189136,57;2598,4;4732,22;4706,96;2598,4;2638,47;4457,07;2682,1
06.01.2023;16;-83,61;234,172;75,281;-158,891;-0,086;300313,72;-556448,73;5191,6;3565,97;3579,58;5191,6;3251,58;4376,45;2682,1
06.01.2023;17;8,771;202,337;105,554;-96,783;-0,101;-6377,46;-187490,93;0;1937,23;1836,67;0;2994,08;735,7;2682,1
06.01.2023;18;93,349;172,721;133,035;-39,686;-0,071;116524,49;-185034,58;-1739,02;-1167,06;-1224,04;-1412,3;3065,13;-1739,02;2706,2
06.01.2023;19;74,416;179,032;126,724;-52,308;-0,097;-3911,38;-152281,86;-1072,55;312,84;159,99;-812,1;3458,3;-1072,55;2802,4
06.01.2023;20;0,901;136,389;68,645;-67,744;-0,064;40718,11;-31320,55;-172,7;287,34;-309,6;-172,7;3178,04;-133,55;2682,1
06.01.2023;21;5,257;137,657;71,457;-66,2;-0,075;286594,68;-51097,3;-839,59;-134,4;-4135,24;-821,2;2900,46;-839,59;2682,1
06.01.2023;22;78,131;185,647;131,889;-53,758;-0,082;337147,09;-247260,71;-2462,45;-1441,82;-3143,98;-2189;2676,2;-2462,45;2682,1
06.01.2023;23;24,836;169,464;97,15;-72,314;-0,091;179997,21;-87421,16;-1889,32;-1329,29;-2842,23;-1802,4;2516,81;-1889,32;2682,1
06.01.2023;24;7,325;151,173;79,249;-71,924;-0,086;1480972,5;-148201,51;-1386,63;532,68;-18204,14;-1361;2317,12;-1386,63;2682,1
07.01.2023;1;13,763;147,457;80,61;-66,847;-0,115;74626,79;-29675;-771,07;-485,9;-1328,71;-722,9;1953,53;-771,07;845,7
07.01.2023;2;20,606;123,104;71,855;-51,249;-0,091;23478,08;-82806,82;-990,52;226,99;-164,84;-918,4;1925,72;-990,52;845,7
07.01.2023;3;39,06;167,164;103,112;-64,052;-0,102;136663,25;-67586,37;-1067,91;-663,96;-1737,83;-931,2;2045,16;-1067,91;845,7
07.01.2023;4;-8,609;152,919;72,155;-80,764;-0,107;88182,93;-144346,44;2694,98;1016,02;1999,57;2209,5;2694,98;2256,84;845,7
07.01.2023;5;-24,163;147,445;61,641;-85,804;-0,104;44801,96;-263809,58;3862,3;1096,53;1309,88;3862,3;2698,45;1713,29;845,7
07.01.2023;6;57,95;153,144;105,547;-47,597;-0,12;798704,04;-85147,1;-1058,22;-557,7;-7818,78;-855,4;2214,81;-1058,22;845,7
07.01.2023;7;71,142;196,81;133,976;-62,834;-0,101;18100,57;-76639,89;-589,39;-36,99;-152,45;-564,8;2198,61;-589,39;845,7
07.01.2023;8;16,31;329,216;172,763;-156,453;-0,068;113077,53;-138432,42;-1821,78;-1126,88;-1675,01;-1764,7;2209,22;-1821,78;845,7
07.01.2023;9;-114,293;393,515;139,611;-253,904;-0,048;91297,31;-787499,31;3524,75;769,63;782,76;1216,5;3524,75;1651,21;845,7
07.01.2023;10;105,768;251,56;178,664;-72,896;-0,106;-2761,35;-154574,05;-845,28;48,74;35,34;-475,1;3034,26;-845,28;845,7
07.01.2023;11;37,787;296,429;167,108;-129,321;-0,065;15770,67;-118710,78;-920,05;-270,93;-304,04;-787,8;3358,83;-920,05;845,7
07.01.2023;12;-75,375;333,431;129,028;-204,403;-0,057;64669,4;-593735,76;3404,6;791,88;816,25;936,2;3404,6;1350,76;845,7
07.01.2023;13;-58,834;302,786;121,976;-180,81;-0,074;33227,02;-609095,41;3743,22;555,16;558,28;1159,5;3743,22;1348,08;845,7
07.01.2023;14;14,372;202,968;108,67;-94,298;-0,075;43053,37;-81321,16;-178,3;656,91;173,84;-128;3286,86;-178,3;845,7
07.01.2023;15;112,225;266,341;189,283;-77,058;-0,057;-112543,87;-78930,5;0;1024,3;1011,57;0;3275,52;7,51;845,7
07.01.2023;16;93,407;346,669;220,038;-126,631;-0,077;-139584,36;-115193,43;405,3;1613,94;1563,18;405,3;3377,95;630,27;845,7
07.01.2023;17;73,668;315,796;194,732;-121,064;-0,077;110726,21;-92927,63;-502,43;-40,57;-593,83;-255,7;3102,66;-502,43;845,7
07.01.2023;18;-63,73;303,69;119,98;-183,71;-0,082;257941,31;-505019,96;5195,91;3746,63;3850,97;4845,4;3874,25;5195,91;845,7
07.01.2023;19;-34,457;202,495;84,019;-118,476;-0,092;51656,14;-375796,31;3850,98;957,55;1115,06;3842,8;3850,98;1368,91;845,7
07.01.2023;20;-55,925;210,745;77,41;-133,335;-0,093;209374,89;-332809,62;4515,9;3479,11;3590,15;4515,9;3240,21;4413,58;845,7
07.01.2023;21;-82,615;252,877;85,131;-167,746;-0,071;352228,85;-588992,09;5450,08;3820,43;4038,64;5097,3;3743,22;5450,08;845,7
07.01.2023;22;-29,903;197,195;83,646;-113,549;-0,071;57087,41;-411185,88;4777,46;1569,59;1658,99;4613;3220,57;4777,46;845,7
07.01.2023;23;-29,49;174,242;72,376;-101,866;-0,08;151762,32;-281527,23;6023,89;4588,57;4750,01;5861,7;3039,06;6023,89;845,7
07.01.2023;24;19,554;139,716;79,635;-60,081;-0,097;267903,66;-177153,8;-3148,93;-1225,2;-4288,5;-3080,5;1417,75;-3148,93;845,7
08.01.2023;1;39,458;203,778;121,618;-82,16;-0,1;140246,28;-85223,58;-999,5;-442,23;-1451,92;-952,1;1580,75;-999,5;2718,2
08.01.2023;2;39,61;163,076;101,343;-61,733;-0,098;-13333,15;-117862,22;-880,23;464,21;414,33;-741,6;1294,8;-880,23;2718,2
08.01.2023;3;47,446;152,402;99,924;-52,478;-0,115;-36896,51;-116760,91;-526,66;1222,13;1011,08;-360,6;1370,62;-526,66;2718,2
08.01.2023;4;47,577;158,871;103,224;-55,647;-0,093;1874,46;-64303,69;-405,91;402,61;198,88;-247,5;722,22;-405,91;2718,2
08.01.2023;5;-1,947;179,821;88,937;-90,884;-0,101;162826,94;-676682,53;13457,5;6143,55;7803,52;13446,8;1201,14;13457,5;2718,2
08.01.2023;6;63,315;141,797;102,556;-39,241;-0,104;-31762,71;-67014,71;-356;777,37;607,15;-356;351,87;171,89;2718,2
