den;hodina;systemova_odchylka_mwh;Součet abs. hodnot odchylek (MWh);Kladné odchylky (MWh);Záporné odchylky (MWh);Zaokrouhlení odchylek (MWh);Náklady na RE (Kč);Náklady na odchylky (Kč);"Zúčtovací cena odchylky
(Kč/MWh)";Zúčtovací cena protiodchylky (Kč/MWh);Cena dle ochranné komponenty RE (Kč/MWh);Cena dle komponenty RE (Kč/MWh);"Cena dle komponenty VDT 
(Kč/MWh)";"Cena dle komponenty SO 
(Kč/MWh)";"Cena neuskutečněné aktivace 
(Kč/MWh)"
02.01.2023;14;-116,199;969,125;426,463;-542,662;-0,089;292642,96;-950827,21;3652,99;2418,76;2440,1;3013,9;3468,25;3652,99;2163,7
02.01.2023;15;62,813;842,377;452,595;-389,782;-0,06;-23187,04;-350081,24;-252,6;604,84;572,12;-252,6;2996,41;-166,44;2163,7
02.01.2023;16;40,558;908,41;474,484;-433,926;-0,087;-189209,45;-1984994,48;0;4574,5;4582,24;0;3273,29;1442,04;2163,7
02.01.2023;17;-35,915;683,601;323,843;-359,758;-0,055;173497,09;-1147917,78;5622,63;2701,52;2914,08;5425,1;3657,69;5622,63;2199,9
02.01.2023;18;2,808;716,102;359,455;-356,647;-0,06;61580,72;-180743,35;-1327,9;-831,57;-996,39;-1327,9;2895,52;-987,42;2272,5
02.01.2023;19;-38,521;648,899;305,189;-343,71;-0,048;41079,82;-991140,81;3517,66;714,03;753,52;2226,8;3517,66;1687,06;2332,9
02.01.2023;20;-102,845;663,999;280,577;-383,422;-0,092;137191,76;-1285870,67;4296,6;1288,56;1300,73;4296,6;3529,37;2175,24;2212
02.01.2023;21;-123,85;654,97;265,56;-389,41;-0,074;518129,7;-1477436,24;6236,07;3580,93;3772,58;6185,7;3781,3;6236,07;2272,5
02.01.2023;22;-76,343;720,789;322,223;-398,566;-0,052;1026765,69;-3703674,41;16923,7;9439,23;10207,35;16923,7;3589,02;11153,08;2272,5
02.01.2023;23;-106,985;673,233;283,124;-390,109;-0,05;325521,74;-782465;4040,41;2803,49;2869,08;3795,5;3055,72;4040,41;2272,5
02.01.2023;24;-43,836;600,142;278,153;-321,989;-0,073;56185,52;-735492,7;3135,42;985,35;1025,69;2873,2;3135,42;1663,09;2272,5
03.01.2023;1;35,008;451,568;243,288;-208,28;-0,084;-13160,14;-114806,01;0;551,21;525,98;0;2307,39;230,67;2243,6
03.01.2023;2;122,645;535,387;329,016;-206,371;-0,08;-7208,66;-115100,59;-144,35;327,6;227,39;-42,2;2313,25;-144,35;2243,6
03.01.2023;3;61,788;536,906;299,347;-237,559;-0,065;-20104,96;-287299,06;-291,7;841,81;735,21;-291,7;2304,81;46,44;2303,9
03.01.2023;4;50,545;545,481;298,013;-247,468;-0,048;-112748,76;-583363,74;0;2357,33;2335,84;0;2187,87;818,29;2303,9
03.01.2023;5;-6,802;503,182;248,19;-254,992;-0,058;15882,35;-648537,7;4708;2223,96;2226,92;4708;2809,83;2744,01;2303,9
03.01.2023;6;-118,878;613,156;247,139;-366,017;-0,073;1288905,62;-3335592,07;15352,7;9240,78;9760,92;15352,7;3142,15;15320,62;2303,9
03.01.2023;7;-357,672;782;212,164;-569,836;-0,075;7318108,26;-7318107,71;20362,75;20198,15;20362,75;40834,9;3867,2;42802,09;2303,9
03.01.2023;8;-184,124;828,934;322,405;-506,529;-0,067;521137,67;-1444894,44;4638,39;2805,74;2814,69;24464;4638,39;4577,38;2303,9
03.01.2023;9;-53,721;894,573;420,426;-474,147;-0,05;140888,05;-1257750,31;4526,22;2112,96;2170,7;3417,6;4526,22;2952,56;2376,3
03.01.2023;10;-106,345;863,253;378,454;-484,799;-0,057;273628,95;-1406992,12;4894,39;2551,97;2556,58;4309,5;4500,45;4894,39;2340,1
03.01.2023;11;-215,656;844,352;314,348;-530,004;-0,06;1097048,63;-2628465,44;7494,6;4274,57;4605,15;6308,5;4489,41;7494,6;2316
03.01.2023;12;-88,173;755,445;333,636;-421,809;-0,035;143955,37;-1338325,29;4427,72;1586,54;1596,17;3237,6;4427,72;2518,65;2316
03.01.2023;13;25,375;680,779;353,077;-327,702;-0,047;-20988,58;-437964,41;-129,81;1196,61;1170,05;-41;3717,33;-129,81;2050,6
03.01.2023;14;-54,463;724,093;334,815;-389,278;-0,071;154201,9;-916376,2;4686,8;2712,22;2728,88;4686,8;4315,63;3178,84;2050,6
03.01.2023;15;-323,498;712,258;194,38;-517,878;-0,043;2172463,94;-7265372,5;16542,73;6696,9;6708,54;14763,5;4528,37;16542,73;2050,6
03.01.2023;16;-90,261;478,523;194,131;-284,392;-0,08;454977,57;-1077923,99;7188,23;4977,83;4997,78;6691,8;4746,88;7188,23;2050,6
03.01.2023;17;-23,639;419,695;198,028;-221,667;-0,063;259196,09;-415051,61;8457,71;7371,4;7754,6;8327,7;4713,65;8457,71;2328,1
03.01.2023;18;59,605;305,097;182,351;-122,746;-0,064;-185398,39;-421790,85;0;3436,29;3329,78;0;4068,88;2145,78;2279,8
03.01.2023;19;-13,793;299,617;142,912;-156,705;-0,066;-9074,76;-899149,79;6638,86;987,97;843,1;6563;4755,14;6638,86;2303,9
03.01.2023;20;36,444;305,5;170,972;-134,528;-0,078;-37940,71;-235297,76;-456;1169,53;1142,14;-456;4588,62;991,64;2243,6
03.01.2023;21;-54,294;225,212;85,459;-139,753;-0,039;287045,7;-494254,55;5846,7;3777,71;4364,02;5846,7;3903,33;4583,91;2243,6
03.01.2023;22;11,943;179,051;95,497;-83,554;-0,074;179665,89;-64851,34;-1076;-453,64;-2278,28;-1076;3067,07;-574,7;2243,6
03.01.2023;23;52,838;147,504;100,171;-47,333;-0,065;-79793,08;-145923,98;-304,83;2437,81;1948,48;-119,9;2871,17;-304,83;2243,6
03.01.2023;24;47,671;209,137;128,404;-80,733;-0,036;18834,52;-270013,8;-1549,1;880,72;407,06;-1549,1;2317,28;154,25;2243,6
04.01.2023;1;-23,791;142,149;59,179;-82,97;-0,093;104811,25;-165854,51;4124,05;2979,4;3388,32;4081,9;2879,58;4124,05;2774,9
04.01.2023;2;20,631;238,039;129,335;-108,704;-0,097;66501,71;-240692,71;-72,2;2128,3;1274,62;0;2227,47;-72,2;2774,9
04.01.2023;3;55,468;248,714;152,091;-96,623;-0,076;-44700,51;-109126,98;0;1129,41;1011,41;0;1639,11;483,86;2774,9
04.01.2023;4;48,485;184,611;116,548;-68,063;-0,079;-109823,64;-158648,72;0;2330,91;2303,53;0;1419,27;2204,2;2774,9
04.01.2023;5;0,788;190,206;95,497;-94,709;-0,073;17809,22;-333925,93;0;3525,81;3310,22;0;1651,61;2721,24;2774,9
04.01.2023;6;-76,393;251,339;87,473;-163,866;-0,083;767275,52;-2304410,29;19223,56;9667,87;9843,12;18803,4;3057,9;19223,56;2774,9
04.01.2023;7;-216,984;410,15;96,583;-313,567;-0,085;7066561,26;-7066559,22;32312,82;31741,35;32312,82;47477,7;3964,48;48671,11;2774,9
04.01.2023;8;-177,177;435,437;129,13;-306,307;-0,052;909216,97;-909215,46;5133,53;5136,07;5133,53;23168;4420,26;6949,27;2774,9
04.01.2023;9;-29,662;505,788;238,063;-267,725;-0,077;87649,58;-1323120,7;6624,94;1892,53;2010,23;6461,8;4058,15;6624,94;2774,9
04.01.2023;10;0,116;473,536;236,826;-236,71;-0,077;39727,93;-136084,12;-179,7;395,11;227,16;-179,7;3824,98;360,49;2774,9
04.01.2023;11;99,945;452,555;276,25;-176,305;-0,054;-48380,67;-183866,42;-325,3;533,18;515,41;-325,3;3655,47;-7;2774,9
04.01.2023;12;-139,116;435,878;148,381;-287,497;-0,083;574154,6;-1056804,42;5784,93;4086,41;4106,13;5019,8;3685,11;5784,93;2774,9
04.01.2023;13;-239,745;474,697;117,476;-357,221;-0,045;1228431,21;-3102364,41;10354,59;5077,74;5108,72;9036;3362,46;10354,59;2774,9
04.01.2023;14;-117,522;452,656;167,567;-285,089;-0,067;463320,51;-714513,96;4809,17;3918;3928,06;4342,8;3432,34;4809,17;2774,9
04.01.2023;15;-117,85;312,512;97,331;-215,181;-0,071;479748,79;-786488,05;5491,17;4059,42;4065,67;5331,2;3793,7;5491,17;2462,6
04.01.2023;16;-36,75;261,41;112,33;-149,08;-0,052;127405,11;-263545,79;4037,2;3011,84;3123,99;4037,2;3850,36;3933,22;2462,6
04.01.2023;17;19,11;272,816;145,963;-126,853;-0,048;25005,77;-266065,56;-529;1488,74;1122,51;-529;3434,23;754,81;2462,6
04.01.2023;18;120,889;314,077;217,483;-96,594;-0,057;-159073,52;-267067;-654,71;1290,75;1304,7;-454,8;3394,8;-654,71;2462,6
04.01.2023;19;51,365;254,931;153,148;-101,783;-0,049;-138215,26;-256474,83;0;2519,82;2577,18;0;3379,61;1952,72;2462,6
04.01.2023;20;-114,102;316,726;101,312;-215,414;-0,072;382179,58;-606366,22;4377,86;3323,26;3337,13;4036;3740,93;4377,86;2462,6
04.01.2023;21;-11,262;188,614;88,676;-99,938;-0,086;576728,45;-264156,29;10550,04;8911,02;13677,7;10488,1;3688,8;10550,04;2462,6
04.01.2023;22;94,319;244,431;169,375;-75,056;-0,059;583540,97;-616955,15;-5214,61;-3547,61;-5017,33;-4884,5;2442,35;-5214,61;2462,6
04.01.2023;23;43,582;171,642;107,612;-64,03;-0,079;207848,32;-143020,31;-1645,23;-531,41;-2247,65;-1492,7;2105,76;-1645,23;2462,6
04.01.2023;24;111,141;293,975;202,558;-91,417;-0,077;148872,29;-780026,57;-4324,79;-1050,07;-1208,87;-3935,8;2528,85;-4324,79;2462,6
05.01.2023;1;88,858;323,118;205,988;-117,13;-0,086;-186028,17;-254217,78;0;2170,39;2137,24;0;2426,32;62,39;2739,4
05.01.2023;2;89,176;277,762;183,469;-94,293;-0,064;-220261,14;-245851,08;0;2607,31;2540,55;0;1922,04;2172,38;2739,4
05.01.2023;3;102,545;289,915;196,23;-93,685;-0,069;-30001,66;-361833,69;-1717,6;264,6;279,21;-1358,7;2193,04;-1717,6;2739,4
05.01.2023;4;128,108;286,368;207,238;-79,13;-0,072;-328457,57;-228160,4;-112,87;2587,76;2573,01;0;1903,97;-112,87;2739,4
05.01.2023;5;144,867;259,415;202,141;-57,274;-0,086;-19779,99;-113627,35;-523,9;134,89;136,07;-523,9;1687,08;-514,93;2739,4
05.01.2023;6;114,949;241,771;178,36;-63,411;-0,084;55374,22;-199203,04;-1058,12;165,22;-251,72;-655,8;1893,2;-1058,12;2739,4
05.01.2023;7;58,488;236,828;147,658;-89,17;-0,054;407847,09;-238111,66;-2364,3;-1244,77;-3513,81;-2159,6;2253,26;-2364,3;2739,4
05.01.2023;8;19,756;242,446;131,101;-111,345;-0,057;41939,75;-165640,88;-379,34;1040,99;564,21;-336,9;2619,15;-379,34;2739,4
05.01.2023;9;19,752;228,572;124,162;-104,41;-0,073;-83573,15;-182971,68;2527,5;4758,08;4674,25;2527,5;3199,95;4789,06;2739,4
05.01.2023;10;12,834;231,706;122,27;-109,436;-0,056;-77141,98;-444684,43;0;4063,42;4267,82;0;3272,64;4015,68;2739,4
05.01.2023;11;139,732;292,39;216,061;-76,329;-0,07;183929,29;-271654,37;-1496,86;-678,1;-1090,84;-1007,8;3264,29;-1496,86;2739,4
05.01.2023;12;109,539;280,593;195,066;-85,527;-0,062;-16472,24;-249326,49;-1157,88;274,34;204,72;-774,5;3369,41;-1157,88;2739,4
05.01.2023;13;23,609;280,949;152,279;-128,67;-0,054;-102355,11;-550483,71;0;4278,26;4287,12;0;3264,34;2506,36;2739,4
05.01.2023;14;45,454;191,658;118,556;-73,102;-0,088;-147202,03;-277109,94;0;3790,73;3579;0;3281,94;2703,81;2739,4
05.01.2023;15;59,326;186,828;123,077;-63,751;-0,082;-85561,63;-133096,51;-406,34;1303,28;1370,25;-198,7;3240,7;-406,34;2739,4
05.01.2023;16;50,476;213,8;132,138;-81,662;-0,056;-94172,77;-136919,4;0;1676,66;1748,87;0;3433,17;1246,83;2739,4
05.01.2023;17;78,765;203,055;140,91;-62,145;-0,06;173047,81;-282346,59;-2666,67;-1503,16;-1891;-2391;3454,91;-2666,67;2895,6
05.01.2023;18;51,044;245,99;148,517;-97,473;-0,053;-42443,1;-83970,06;0;861,47;851,16;0;3748,16;28,04;3135,9
05.01.2023;19;45,243;230,569;137,906;-92,663;-0,057;-55019,09;-118883,84;0;1282,97;1261,02;0;4030,09;915,74;3160
05.01.2023;20;7,102;220,94;114,021;-106,919;-0,048;39892,67;-91585,74;0;856,59;453,36;0;3632,47;546,54;2955,7
05.01.2023;21;-2,204;240,588;119,192;-121,396;-0,069;142633,75;-115461,23;5032,1;4156,45;5255,93;5032,1;3863,2;4297,62;2787,5
05.01.2023;22;94,339;289,721;192,03;-97,691;-0,05;-20767,48;-178099,16;-364,98;1105,65;670,62;-57;3136,17;-364,98;2739,4
05.01.2023;23;95,109;285,925;190,517;-95,408;-0,059;-98852,5;-110949;0;1162,89;1101,22;0;2781,73;370,91;2739,4
05.01.2023;24;67,547;250,907;159,227;-91,68;-0,065;-193403,46;-283848,61;0;3096,08;2997,3;0;2279,15;2227,88;2739,4
06.01.2023;1;-82,148;248,17;83,011;-165,159;-0,054;291914,57;-645088,02;5661,21;3492,45;3522,82;5209,4;2899,42;5661,21;2682,1
06.01.2023;2;-112,864;199,92;43,528;-156,392;-0,08;289674,7;-608655,68;4611,6;2585,96;2571,97;4611,6;2722,28;4154,45;2682,1
06.01.2023;3;-6,821;140,127;66,653;-73,474;-0,093;34462,52;-67546,71;3740,8;3110,21;3290,51;3740,8;2795,32;3394,11;2682,1
06.01.2023;4;63,751;134,391;99,071;-35,32;-0,072;-263819,77;-143755,93;0;4070,1;4113,97;0;1937,79;2337,97;2682,1
06.01.2023;5;45,704;154,988;100,346;-54,642;-0,099;-92804,89;-143636,33;0;2628,68;2356,25;0;2015,51;2476,73;2682,1
06.01.2023;6;-69,014;172,502;51,744;-120,758;-0,1;693135,33;-934762,8;10922,37;7425,03;8921,44;10542,8;2721,72;10922,37;2682,1
06.01.2023;7;-28,892;211,65;91,379;-120,271;-0,062;641866,56;-532746,08;11398,5;9172,38;12305,78;11398,5;2974,51;10466,7;2682,1
06.01.2023;8;-17,645;268,093;125,224;-142,869;-0,056;133507,18;-213184,54;6840,84;6102,34;6283,14;6743,8;3309,38;6840,84;2682,1
06.01.2023;9;25,753;301,503;163,628;-137,875;-0,055;-75543,28;-322062,21;0;2335,9;2429,93;0;3247,14;355,86;2682,1
06.01.2023;10;37,355;272,251;154,803;-117,448;-0,079;18591,6;-175567,25;-215,94;1210,23;798,09;-85,2;3278,91;-215,94;2682,1
06.01.2023;11;42,617;264,927;153,772;-111,155;-0,066;46888,03;-89040,22;-778,65;-276,14;-504,52;-629,5;2999,17;-778,65;2682,1
06.01.2023;12;-76,492;235,394;79,451;-155,943;-0,062;266246,44;-879954,05;7383,9;3417,37;3448,43;6963,2;3095,09;7383,9;2682,1
06.01.2023;13;-163,781;352,155;94,187;-257,968;-0,06;576070,89;-1138971,6;5693,99;3502,56;3511,93;4994,1;3054,05;5693,99;2682,1
06.01.2023;14;-45,678;206,448;80,385;-126,063;-0,082;572757,8;-692931,21;11987,42;10179;11034,13;11736,2;3111,69;11987,42;2682,1
06.01.2023;15;23,04;237,26;130,15;-107,11;-0,066;-105482,63;-168686,32;2598,4;4732,22;4704,96;2598,4;2638,47;4457,06;2682,1
06.01.2023;16;-83,615;225,865;71,125;-154,74;-0,081;300313,72;-549718,57;5191,6;3565,97;3579,83;5191,6;3251,58;4376,48;2682,1
06.01.2023;17;8,736;220,148;114,442;-105,706;-0,066;-6377,46;-204776,83;0;1937,23;1845,07;0;2994,08;735,82;2682,1
06.01.2023;18;93,359;206,689;150,024;-56,665;-0,081;116524,49;-194767,78;-1739,05;-1167,06;-1217,51;-1412,3;3065,13;-1739,05;2706,2
06.01.2023;19;74,372;208,088;141,23;-66,858;-0,053;-3911,38;-172370,9;-1072,4;312,84;175,79;-812,1;3458,3;-1072,4;2802,4
06.01.2023;20;0,944;151,468;76,206;-75,262;-0,107;40718,11;-34786,55;-172,7;287,34;-250,53;-172,7;3178,04;-133,7;2682,1
06.01.2023;21;5,254;158,848;82,051;-76,797;-0,072;286594,68;-58566,86;-839,58;-134,4;-3618,67;-821,2;2900,46;-839,58;2682,1
06.01.2023;22;78,126;218,376;148,251;-70,125;-0,077;337147,09;-263951,57;-2462,44;-1441,82;-2956,16;-2189;2676,2;-2462,44;2682,1
06.01.2023;23;24,809;189,905;107,357;-82,548;-0,064;179997,21;-93091,83;-1889,23;-1329,29;-2698,72;-1802,4;2516,81;-1889,23;2682,1
06.01.2023;24;7,346;172,908;90,127;-82,781;-0,107;1480972,5;-169075,79;-1386,71;532,68;-15942,79;-1361;2317,12;-1386,71;2682,1
07.01.2023;1;13,743;164,057;88,9;-75,157;-0,095;74626,79;-32023,12;-771;-485,9;-1250,23;-722,9;1953,53;-771;845,7
07.01.2023;2;20,609;142,187;81,398;-60,789;-0,094;23478,08;-94425,65;-990,53;226,99;-118,91;-918,4;1925,72;-990,53;845,7
07.01.2023;3;39,037;183,639;111,338;-72,301;-0,079;136663,25;-70883,97;-1067,82;-663,96;-1658,62;-931,2;2045,16;-1067,82;845,7
07.01.2023;4;-8,636;172,554;81,959;-90,595;-0,08;88182,93;-160879,73;2694,98;1016,02;1892,54;2209,5;2694,98;2256,99;845,7
07.01.2023;5;-24,203;173,875;74,836;-99,039;-0,064;44801,96;-300458,41;3862,3;1096,53;1280,92;3862,3;2698,45;1713,51;845,7
07.01.2023;6;57,919;164,089;111,004;-53,085;-0,089;798704,04;-87848,94;-1058,11;-557,7;-7461,97;-855,4;2214,81;-1058,11;845,7
07.01.2023;7;71,139;207,061;139,1;-67,961;-0,098;18100,57;-79468,88;-589,38;-36,99;-148,19;-564,8;2198,61;-589,38;845,7
07.01.2023;8;16,336;341,918;179,127;-162,791;-0,094;113077,53;-142900,18;-1821,87;-1126,88;-1655,38;-1764,7;2209,22;-1821,87;845,7
07.01.2023;9;-114,267;387,539;136,636;-250,903;-0,074;91297,31;-779211,18;3524,75;769,63;782,99;1216,5;3524,75;1651,06;845,7
07.01.2023;10;105,733;251,957;178,845;-73,112;-0,071;-2761,35;-154716,11;-845,16;48,74;35,36;-475,1;3034,26;-845,16;845,7
07.01.2023;11;37,813;299,997;168,905;-131,092;-0,091;15770,67;-119899,49;-920,14;-270,93;-303,64;-787,8;3358,83;-920,14;845,7
07.01.2023;12;-75,362;331,832;128,235;-203,597;-0,07;64669,4;-591619,61;3404,6;791,88;816,39;936,2;3404,6;1350,69;845,7
07.01.2023;13;-58,856;294,536;117,84;-176,696;-0,052;33227,02;-595991,95;3743,22;555,16;558,28;1159,5;3743,22;1348,2;845,7
07.01.2023;14;14,358;200,042;107,2;-92,842;-0,061;43053,37;-80097,23;-178,25;656,91;167,3;-128;3286,86;-178,25;845,7
07.01.2023;15;112,237;280,267;196,252;-84,015;-0,069;-112543,87;-86056,56;0;1024,3;1011,96;0;3275,52;7,47;845,7
07.01.2023;16;93,434;364,772;229,103;-135,669;-0,104;-139584,36;-126106,18;405,3;1613,94;1564,99;405,3;3377,95;630,18;845,7
07.01.2023;17;73,667;332,773;203,22;-129,553;-0,076;110726,21;-96847,86;-502,43;-40,57;-570,72;-255,7;3102,66;-502,43;845,7
07.01.2023;18;-63,731;311,049;123,659;-187,39;-0,081;257941,31;-510358,93;5195,92;3746,63;3848,9;4845,4;3874,25;5195,92;845,7
07.01.2023;19;-34,476;217,864;91,694;-126,17;-0,073;51656,14;-398076,56;3850,98;957,55;1105,31;3842,8;3850,98;1369,01;845,7
07.01.2023;20;-55,922;228,616;86,347;-142,269;-0,096;209374,89;-342061,86;4515,9;3479,11;3583,25;4515,9;3240,21;4413,57;845,7
07.01.2023;21;-82,587;277,453;97,433;-180,02;-0,099;352228,85;-608858,64;5449,92;3820,43;4024,35;5097,3;3743,22;5449,92;845,7
07.01.2023;22;-29,906;222,502;96,298;-126,204;-0,068;57087,41;-451788,71;4777,48;1569,59;1649,99;4613;3220,57;4777,48;845,7
07.01.2023;23;-29,52;199,054;84,767;-114,287;-0,05;151762,32;-299512,43;6024,06;4588,57;4731,26;5861,7;3039,06;6024,06;845,7
07.01.2023;24;19,508;164,174;91,841;-72,333;-0,051;267903,66;-200563,79;-3148,77;-1225,2;-3881,99;-3080,5;1417,75;-3148,77;845,7
08.01.2023;1;39,443;200,389;119,916;-80,473;-0,085;140246,28;-84262,47;-999,45;-442,23;-1466,3;-952,1;1580,75;-999,45;2718,2
08.01.2023;2;39,6;181,408;110,504;-70,904;-0,088;-13333,15;-130179,96;-880,2;464,21;418,51;-741,6;1294,8;-880,2;2718,2
08.01.2023;3;47,409;168,993;108,201;-60,792;-0,078;-36896,51;-131266,79;-526,53;1222,13;1027,64;-360,6;1370,62;-526,53;2718,2
08.01.2023;4;47,582;152,984;100,283;-52,701;-0,098;1874,46;-61925,82;-405,93;402,61;192,88;-247,5;722,22;-405,93;2718,2
08.01.2023;5;-1,972;177,7;87,864;-89,836;-0,076;162826,94;-669183,67;13457,64;6143,55;7821,18;13446,8;1201,14;13457,64;2718,2
08.01.2023;6;63,319;160,203;111,761;-48,442;-0,108;-31762,71;-77444,27;-356;777,37;621,14;-356;351,87;171,88;2718,2
